From Timestamp,HH Electricity (kWh),HH Cooling (kWh),HH Boiler (kWh),DE Electricity (kWh),DE Boiler (kWh)
2019-01-18 20:00:00,26.81,0.37,0.0,222.0,21.5
2019-01-18 20:30:00,27.0,0.36,6.5,216.0,33.2
2019-01-18 21:00:00,25.28,0.37,7.8,218.0,22.6
2019-01-18 21:30:00,23.31,0.36,0.7,216.0,23.3
2019-01-18 22:00:00,23.59,0.37,13.7,220.0,33.099999999999994
2019-01-18 22:30:00,22.59,0.37,0.0,220.0,19.5
2019-01-18 23:00:00,22.81,0.37,13.1,218.0,35.9
2019-01-18 23:30:00,20.59,0.39,1.1,220.0,20.6
2019-01-19 00:00:00,18.41,0.39,7.1000000000000005,222.0,35.4
2019-01-19 00:30:00,19.28,0.41,7.0,222.0,22.0
2019-01-19 01:00:00,17.81,0.4,1.2,218.0,21.9
2019-01-19 01:30:00,18.19,0.42,13.1,222.0,34.3
2019-01-19 02:00:00,18.41,0.43,0.0,220.0,20.0
2019-01-19 02:30:00,17.59,0.44,14.0,218.0,37.7
2019-01-19 03:00:00,18.0,0.46,0.0,220.0,20.8
2019-01-19 03:30:00,18.22,0.46,10.9,218.0,30.6
2019-01-19 04:00:00,17.28,0.47,2.9,218.0,26.4
2019-01-19 04:30:00,18.22,0.48,4.3,218.0,19.5
2019-01-19 05:00:00,18.5,0.49,9.7,216.0,38.6
2019-01-19 05:30:00,18.91,0.5,0.5,222.0,19.8
2019-01-19 06:00:00,18.5,0.51,13.6,216.0,36.4
2019-01-19 06:30:00,18.59,0.51,0.0,222.0,21.1
2019-01-19 07:00:00,18.78,0.52,14.9,214.0,30.0
2019-01-19 07:30:00,18.72,0.53,0.1,216.0,28.1
2019-01-19 08:00:00,19.0,0.53,10.0,220.0,20.0
2019-01-19 08:30:00,18.59,0.54,4.9,218.0,36.6
2019-01-19 09:00:00,19.41,0.54,2.5,218.0,20.3
2019-01-19 09:30:00,20.28,0.55,12.0,216.0,37.40000000000001
2019-01-19 10:00:00,21.0,0.54,0.4,216.0,21.2
2019-01-19 10:30:00,21.22,0.54,14.2,214.0,31.2
2019-01-19 11:00:00,21.78,0.54,0.0,216.0,26.0
2019-01-19 11:30:00,21.62,0.54,12.6,216.0,20.3
2019-01-19 12:00:00,22.38,0.54,1.6,216.0,38.9
2019-01-19 12:30:00,22.62,0.54,7.6,218.0,20.1
2019-01-19 13:00:00,21.59,0.54,6.5,214.0,36.4
2019-01-19 13:30:00,19.69,0.53,0.0,216.0,21.2
2019-01-19 14:00:00,19.0,0.54,0.9,214.0,36.7
2019-01-19 14:30:00,19.0,0.54,4.5,216.0,22.6
2019-01-19 15:00:00,18.5,0.54,0.4,216.0,23.4
2019-01-19 15:30:00,19.59,0.54,3.2,212.0,33.9
2019-01-19 16:00:00,18.91,0.55,8.7,218.0,20.3
2019-01-19 16:30:00,18.72,0.54,3.7,216.0,38.0
2019-01-19 17:00:00,13.69,0.55,9.0,216.0,20.8
2019-01-19 17:30:00,13.19,0.54,0.9,212.0,36.6
2019-01-19 18:00:00,13.31,0.54,13.1,216.0,21.6
2019-01-19 18:30:00,13.5,0.55,0.0,216.0,30.4
2019-01-19 19:00:00,13.09,0.55,14.1,216.0,28.8
2019-01-19 19:30:00,12.91,0.55,0.0,216.0,21.7
2019-01-19 20:00:00,13.41,0.55,9.9,214.0,36.0
2019-01-19 20:30:00,13.69,0.54,4.3,214.0,20.5
2019-01-19 21:00:00,13.72,0.54,2.1,214.0,38.3
2019-01-19 21:30:00,13.38,0.54,12.1,214.0,21.0
2019-01-19 22:00:00,14.12,0.55,0.2,214.0,37.1
2019-01-19 22:30:00,13.28,0.53,14.0,214.0,21.2
2019-01-19 23:00:00,12.91,0.54,0.0,214.0,36.7
2019-01-19 23:30:00,12.5,0.54,23.6,212.0,22.8
2019-01-20 00:00:00,12.41,3.93,338.1,218.0,32.300000000000004
2019-01-20 00:30:00,12.78,5.29,82.9,218.0,27.2
2019-01-20 01:00:00,13.31,0.3,0.0,218.0,25.0
2019-01-20 01:30:00,12.69,0.28,16.400000000000002,214.0,33.9
2019-01-20 02:00:00,13.5,0.26,1.5,212.0,22.6
2019-01-20 02:30:00,13.12,1.57,115.7,214.0,38.9
2019-01-20 03:00:00,13.28,3.73,240.7,216.0,22.6
2019-01-20 03:30:00,13.31,2.05,72.8,220.0,39.3
2019-01-20 04:00:00,13.19,0.93,106.9,208.0,21.9
2019-01-20 04:30:00,13.91,0.59,71.1,216.0,39.6
2019-01-20 05:00:00,14.09,0.73,97.4,210.0,21.2
2019-01-20 05:30:00,13.91,1.02,73.7,236.0,37.7
2019-01-20 06:00:00,14.69,1.1,101.2,214.0,22.3
2019-01-20 06:30:00,14.12,1.14,73.7,208.0,38.0
2019-01-20 07:00:00,14.38,1.23,94.7,210.0,23.2
2019-01-20 07:30:00,14.31,1.32,85.4,212.0,35.4
2019-01-20 08:00:00,13.81,1.13,79.2,214.0,25.6
2019-01-20 08:30:00,14.38,1.12,98.0,218.0,28.9
2019-01-20 09:00:00,14.5,1.25,69.2,212.0,33.099999999999994
2019-01-20 09:30:00,13.81,1.35,103.0,212.0,22.8
2019-01-20 10:00:00,14.31,1.24,59.4,212.0,38.5
2019-01-20 10:30:00,13.88,1.21,102.8,220.0,21.5
2019-01-20 11:00:00,14.81,1.2,53.40000000000001,218.0,39.5
2019-01-20 11:30:00,14.59,1.31,101.7,218.0,22.2
2019-01-20 12:00:00,14.09,1.36,45.8,216.0,38.5
2019-01-20 12:30:00,14.31,1.29,101.2,216.0,22.2
2019-01-20 13:00:00,13.91,1.3,49.3,220.0,37.1
2019-01-20 13:30:00,14.78,1.26,99.4,222.0,24.5
2019-01-20 14:00:00,13.62,1.25,46.3,218.0,34.7
2019-01-20 14:30:00,13.5,0.1,15.7,220.0,27.8
2019-01-20 15:00:00,13.38,0.08,1.2,220.0,25.0
2019-01-20 15:30:00,13.81,0.09,9.0,220.0,34.7
2019-01-20 16:00:00,13.81,0.1,6.4,220.0,21.1
2019-01-20 16:30:00,13.5,0.31,2.0,220.0,39.7
2019-01-20 17:00:00,13.09,3.06,316.8,220.0,21.4
2019-01-20 17:30:00,14.09,2.34,65.69999999999999,218.0,38.6
2019-01-20 18:00:00,14.19,1.37,97.9,218.0,22.2
2019-01-20 18:30:00,14.22,1.15,54.8,216.0,38.6
2019-01-20 19:00:00,14.19,1.19,96.3,218.0,23.2
2019-01-20 19:30:00,14.81,2.77,59.9,214.0,34.1
2019-01-20 20:00:00,14.41,3.84,107.6,216.0,25.6
2019-01-20 20:30:00,13.88,1.63,54.1,214.0,28.7
2019-01-20 21:00:00,13.62,1.32,101.3,216.0,32.099999999999994
2019-01-20 21:30:00,13.09,1.41,62.8,216.0,23.0
2019-01-20 22:00:00,12.69,1.4,98.1,212.0,37.5
2019-01-20 22:30:00,12.59,1.38,58.5,214.0,21.2
2019-01-20 23:00:00,12.81,1.32,105.1,212.0,39.1
2019-01-20 23:30:00,12.59,1.28,53.8,218.0,22.1
2019-01-21 00:00:00,12.91,1.3,96.7,218.0,38.5
2019-01-21 00:30:00,13.09,1.33,60.2,214.0,21.7
2019-01-21 01:00:00,12.81,1.25,102.9,212.0,37.2
2019-01-21 01:30:00,12.78,1.33,56.2,214.0,23.8
2019-01-21 02:00:00,12.91,0.55,101.7,212.0,32.0
2019-01-21 02:30:00,12.81,0.07,55.6,216.0,28.3
2019-01-21 03:00:00,13.0,0.08,101.8,216.0,25.3
2019-01-21 03:30:00,12.41,0.08,55.5,216.0,112.2
2019-01-21 04:00:00,12.88,0.08,100.3,216.0,246.0
2019-01-21 04:30:00,12.62,0.11,54.9,218.0,131.0
2019-01-21 05:00:00,12.78,0.12,101.1,218.0,127.3
2019-01-21 05:30:00,15.09,0.13,56.2,224.0,137.9
2019-01-21 06:00:00,14.31,0.14,86.1,230.0,140.0
2019-01-21 06:30:00,15.09,0.19,76.0,236.0,140.7
2019-01-21 07:00:00,15.59,0.23,74.7,256.0,141.7
2019-01-21 07:30:00,17.22,0.24,95.3,278.0,149.9
2019-01-21 08:00:00,17.59,0.28,56.2,288.0,178.2
2019-01-21 08:30:00,19.09,0.3,95.5,294.0,182.4
2019-01-21 09:00:00,20.91,0.32,93.6,298.0,187.3
2019-01-21 09:30:00,24.59,0.36,97.4,298.0,184.2
2019-01-21 10:00:00,25.59,0.4,133.3,300.0,181.8
2019-01-21 10:30:00,27.0,0.42,89.0,302.0,180.2
2019-01-21 11:00:00,28.72,0.44,109.1,298.0,178.0
2019-01-21 11:30:00,28.09,0.45,92.4,300.0,172.6
2019-01-21 12:00:00,28.41,0.45,117.5,300.0,168.1
2019-01-21 12:30:00,28.69,0.48,76.7,302.0,166.1
2019-01-21 13:00:00,28.5,0.5,113.2,304.0,168.5
2019-01-21 13:30:00,28.31,0.51,105.0,304.0,170.2
2019-01-21 14:00:00,27.19,0.52,72.8,308.0,167.8
2019-01-21 14:30:00,26.91,0.54,122.4,302.0,163.1
2019-01-21 15:00:00,27.81,0.54,73.4,306.0,165.39999999999995
2019-01-21 15:30:00,29.19,0.55,115.2,306.0,161.6
2019-01-21 16:00:00,28.09,0.56,72.9,302.0,155.6
2019-01-21 16:30:00,25.72,0.57,116.7,300.0,141.7
2019-01-21 17:00:00,23.59,0.55,41.1,302.0,142.6
2019-01-21 17:30:00,21.28,0.55,31.0,274.0,130.39999999999998
2019-01-21 18:00:00,20.0,0.56,11.4,266.0,91.3
2019-01-21 18:30:00,19.62,0.56,13.9,256.0,90.1
2019-01-21 19:00:00,18.19,0.57,23.0,236.0,89.0
2019-01-21 19:30:00,18.69,0.58,18.1,224.0,90.2
2019-01-21 20:00:00,18.5,0.56,16.8,218.0,73.2
2019-01-21 20:30:00,17.91,0.57,16.400000000000002,218.0,20.5
2019-01-21 21:00:00,17.41,0.57,15.9,216.0,22.8
2019-01-21 21:30:00,17.0,0.57,14.9,214.0,33.0
2019-01-21 22:00:00,16.81,0.56,14.5,218.0,19.7
2019-01-21 22:30:00,16.28,0.56,15.9,214.0,37.40000000000001
2019-01-21 23:00:00,16.59,2.69,15.1,216.0,20.5
2019-01-21 23:30:00,16.62,0.55,14.4,214.0,28.6
2019-01-22 00:00:00,16.69,0.53,15.4,216.0,29.8
2019-01-22 00:30:00,15.81,0.54,17.4,218.0,19.4
2019-01-22 01:00:00,16.19,0.52,18.5,216.0,38.0
2019-01-22 01:30:00,17.19,0.52,17.1,214.0,20.5
2019-01-22 02:00:00,17.0,0.51,17.4,212.0,29.7
2019-01-22 02:30:00,17.12,0.52,25.4,214.0,28.3
2019-01-22 03:00:00,17.19,0.52,15.0,212.0,19.4
2019-01-22 03:30:00,15.91,0.51,12.0,216.0,37.2
2019-01-22 04:00:00,15.78,0.5,33.6,218.0,103.3
2019-01-22 04:30:00,15.81,0.49,10.6,222.0,101.4
2019-01-22 05:00:00,16.91,7.0,25.7,216.0,123.0
2019-01-22 05:30:00,16.91,3.51,21.5,222.0,149.0
2019-01-22 06:00:00,17.19,1.19,354.6,228.0,119.8
2019-01-22 06:30:00,19.31,0.79,185.9,238.0,121.6
2019-01-22 07:00:00,18.5,0.51,113.1,260.0,125.5
2019-01-22 07:30:00,22.69,0.67,102.0,270.0,134.9
2019-01-22 08:00:00,23.81,0.7,126.7,284.0,161.39999999999995
2019-01-22 08:30:00,23.38,0.82,91.6,288.0,173.0
2019-01-22 09:00:00,24.81,0.84,128.5,292.0,176.3
2019-01-22 09:30:00,29.41,0.63,95.6,296.0,173.2
2019-01-22 10:00:00,30.78,0.4,108.3,300.0,173.0
2019-01-22 10:30:00,29.5,0.03,93.2,302.0,165.8
2019-01-22 11:00:00,30.12,0.64,96.6,302.0,159.39999999999995
2019-01-22 11:30:00,29.59,0.53,114.2,302.0,156.70000000000005
2019-01-22 12:00:00,28.5,0.12,89.39999999999998,306.0,155.5
2019-01-22 12:30:00,29.19,0.14,118.9,302.0,157.1
2019-01-22 13:00:00,31.91,0.16,75.39999999999998,306.0,158.4
2019-01-22 13:30:00,32.0,0.16,134.5,300.0,165.39999999999995
2019-01-22 14:00:00,32.41,0.16,70.3,308.0,168.9
2019-01-22 14:30:00,33.0,0.18,125.2,298.0,168.7
2019-01-22 15:00:00,31.09,0.2,81.60000000000002,306.0,167.5
2019-01-22 15:30:00,30.41,0.21,116.3,300.0,167.5
2019-01-22 16:00:00,30.91,0.23,77.8,304.0,166.4
2019-01-22 16:30:00,27.69,0.23,123.4,304.0,156.4
2019-01-22 17:00:00,25.91,0.24,44.4,294.0,151.0
2019-01-22 17:30:00,24.28,0.64,27.6,280.0,148.7
2019-01-22 18:00:00,22.12,5.2,145.6,272.0,103.4
2019-01-22 18:30:00,20.78,3.21,125.4,260.0,93.3
2019-01-22 19:00:00,20.91,1.89,59.3,238.0,92.5
2019-01-22 19:30:00,19.81,1.46,90.3,222.0,90.2
2019-01-22 20:00:00,17.38,1.29,94.9,218.0,95.1
2019-01-22 20:30:00,16.31,1.41,63.4,224.0,98.4
2019-01-22 21:00:00,15.59,1.3,112.1,220.0,95.6
2019-01-22 21:30:00,15.31,1.25,61.1,218.0,94.8
2019-01-22 22:00:00,15.19,1.3,95.5,220.0,93.6
2019-01-22 22:30:00,15.09,1.34,88.1,222.0,91.3
2019-01-22 23:00:00,14.91,1.38,67.3,218.0,93.1
2019-01-22 23:30:00,15.09,1.34,112.0,220.0,93.5
2019-01-23 00:00:00,15.22,1.31,63.8,224.0,93.1
2019-01-23 00:30:00,15.41,1.35,103.7,216.0,93.3
2019-01-23 01:00:00,14.59,1.39,72.9,218.0,93.1
2019-01-23 01:30:00,14.91,1.42,76.2,216.0,94.0
2019-01-23 02:00:00,14.88,1.33,107.7,220.0,90.8
2019-01-23 02:30:00,15.0,1.39,66.5,216.0,93.6
2019-01-23 03:00:00,14.72,1.34,110.5,216.0,90.9
2019-01-23 03:30:00,15.19,1.35,68.2,216.0,84.8
2019-01-23 04:00:00,14.72,1.41,80.69999999999997,214.0,93.5
2019-01-23 04:30:00,14.5,1.42,103.4,216.0,92.2
2019-01-23 05:00:00,15.19,1.38,65.3,214.0,104.7
2019-01-23 05:30:00,15.5,1.14,103.1,224.0,132.8
2019-01-23 06:00:00,15.41,0.94,66.8,228.0,125.6
2019-01-23 06:30:00,17.69,0.95,116.6,242.0,127.90000000000002
2019-01-23 07:00:00,19.72,1.15,57.8,266.0,138.3
2019-01-23 07:30:00,23.69,1.28,129.0,284.0,156.5
2019-01-23 08:00:00,24.09,0.9,93.6,290.0,184.1
2019-01-23 08:30:00,26.91,0.74,130.89999999999998,294.0,180.9
2019-01-23 09:00:00,30.31,0.7,121.8,298.0,174.1
2019-01-23 09:30:00,30.09,0.63,84.5,308.0,183.0
2019-01-23 10:00:00,33.69,0.59,133.1,302.0,177.6
2019-01-23 10:30:00,32.72,0.6,76.89999999999998,308.0,176.8
2019-01-23 11:00:00,33.28,0.51,124.4,306.0,175.0
2019-01-23 11:30:00,31.5,0.03,100.6,308.0,172.9
2019-01-23 12:00:00,30.5,0.03,89.7,306.0,172.1
2019-01-23 12:30:00,30.59,0.04,124.0,312.0,164.1
2019-01-23 13:00:00,32.5,0.05,71.2,306.0,164.1
2019-01-23 13:30:00,31.22,0.05,117.1,308.0,164.3
2019-01-23 14:00:00,32.28,0.07,79.10000000000002,312.0,165.39999999999995
2019-01-23 14:30:00,33.22,0.09,104.7,308.0,162.70000000000005
2019-01-23 15:00:00,32.91,0.09,108.5,308.0,168.5
2019-01-23 15:30:00,31.5,0.11,73.89999999999998,310.0,171.0
2019-01-23 16:00:00,30.88,0.13,130.70000000000002,306.0,166.3
2019-01-23 16:30:00,28.41,0.14,74.30000000000003,304.0,148.29999999999995
2019-01-23 17:00:00,25.59,0.16,78.7,300.0,145.6
2019-01-23 17:30:00,22.91,0.2,7.6,280.0,143.2
2019-01-23 18:00:00,23.09,3.33,170.2,270.0,102.2
2019-01-23 18:30:00,20.5,5.05,103.5,254.0,90.6
2019-01-23 19:00:00,19.12,2.5,64.9,242.0,90.9
2019-01-23 19:30:00,19.09,1.93,108.4,218.0,95.0
2019-01-23 20:00:00,18.09,1.73,62.6,220.0,94.5
2019-01-23 20:30:00,19.0,1.5,109.4,218.0,92.0
2019-01-23 21:00:00,18.0,1.48,63.4,214.0,93.8
2019-01-23 21:30:00,17.41,1.41,93.8,218.0,93.1
2019-01-23 22:00:00,17.69,1.46,86.6,220.0,91.3
2019-01-23 22:30:00,17.81,1.43,73.2,220.0,92.0
2019-01-23 23:00:00,16.91,1.37,104.2,214.0,93.1
2019-01-23 23:30:00,17.09,1.45,65.10000000000001,218.0,93.6
2019-01-24 00:00:00,16.69,1.39,105.0,220.0,93.4
2019-01-24 00:30:00,16.72,1.43,66.3,220.0,92.8
2019-01-24 01:00:00,17.09,1.4,115.7,222.0,94.2
2019-01-24 01:30:00,17.5,1.27,64.9,220.0,93.9
2019-01-24 02:00:00,17.91,1.3,102.4,214.0,93.9
2019-01-24 02:30:00,18.0,0.78,74.5,218.0,94.0
2019-01-24 03:00:00,17.19,0.67,90.1,218.0,81.9
2019-01-24 03:30:00,16.69,1.02,92.0,216.0,94.5
2019-01-24 04:00:00,16.12,1.29,73.7,220.0,92.8
2019-01-24 04:30:00,15.09,1.28,98.1,210.0,94.8
2019-01-24 05:00:00,16.28,1.3,72.0,220.0,103.6
2019-01-24 05:30:00,16.5,1.3,111.7,224.0,119.5
2019-01-24 06:00:00,17.5,1.3,75.30000000000003,228.0,122.4
2019-01-24 06:30:00,23.72,1.26,92.3,240.0,124.0
2019-01-24 07:00:00,23.5,1.38,97.1,260.0,126.2
2019-01-24 07:30:00,22.91,1.41,87.2,284.0,141.5
2019-01-24 08:00:00,25.09,1.01,140.6,292.0,172.7
2019-01-24 08:30:00,28.28,0.79,93.6,288.0,180.9
2019-01-24 09:00:00,29.72,0.64,112.6,298.0,179.0
2019-01-24 09:30:00,32.19,0.62,131.20000000000002,304.0,179.60000000000005
2019-01-24 10:00:00,31.81,0.63,80.4,308.0,180.3
2019-01-24 10:30:00,32.0,0.63,124.6,308.0,172.4
2019-01-24 11:00:00,34.69,0.36,94.2,308.0,175.5
2019-01-24 11:30:00,34.5,0.03,98.8,314.0,179.29999999999995
2019-01-24 12:00:00,34.91,0.04,121.1,304.0,174.8
2019-01-24 12:30:00,33.19,0.06,74.6,310.0,171.9
2019-01-24 13:00:00,33.31,0.05,121.6,310.0,169.3
2019-01-24 13:30:00,34.41,0.05,76.7,310.0,164.89999999999995
2019-01-24 14:00:00,33.59,0.07,107.8,310.0,159.89999999999995
2019-01-24 14:30:00,32.59,0.08,101.3,308.0,154.29999999999995
2019-01-24 15:00:00,32.0,0.1,76.89999999999998,308.0,153.9
2019-01-24 15:30:00,32.09,0.61,117.7,306.0,149.79999999999995
2019-01-24 16:00:00,29.91,1.55,72.1,308.0,146.2
2019-01-24 16:30:00,27.59,0.29,121.8,308.0,137.1
2019-01-24 17:00:00,26.22,0.3,42.4,302.0,142.5
2019-01-24 17:30:00,24.28,0.29,29.8,282.0,136.5
2019-01-24 18:00:00,21.91,0.3,4.9,270.0,100.8
2019-01-24 18:30:00,20.91,0.31,1.0,266.0,90.1
2019-01-24 19:00:00,18.91,0.32,12.1,238.0,91.1
2019-01-24 19:30:00,18.78,0.34,0.0,228.0,89.6
2019-01-24 20:00:00,18.31,0.35,2.7,220.0,77.89999999999998
2019-01-24 20:30:00,17.69,0.36,10.0,222.0,21.7
2019-01-24 21:00:00,15.81,0.36,0.0,218.0,18.700000000000006
2019-01-24 21:30:00,15.09,0.35,9.0,220.0,37.6
2019-01-24 22:00:00,14.5,0.36,3.5,218.0,20.5
2019-01-24 22:30:00,14.59,0.37,0.3,216.0,35.3
2019-01-24 23:00:00,14.12,0.39,12.9,220.0,21.2
2019-01-24 23:30:00,13.69,6.85,373.7,216.0,27.6
2019-01-25 00:00:00,15.5,5.05,105.4,224.0,30.8
2019-01-25 00:30:00,15.81,1.8,76.39999999999998,218.0,20.5
2019-01-25 01:00:00,15.69,1.51,93.8,214.0,36.6
2019-01-25 01:30:00,15.59,1.45,64.69999999999999,212.0,21.1
2019-01-25 02:00:00,15.59,1.38,99.7,216.0,38.0
2019-01-25 02:30:00,16.0,1.41,65.60000000000001,214.0,22.1
2019-01-25 03:00:00,15.62,1.4,112.9,214.0,34.9
2019-01-25 03:30:00,15.09,1.34,58.7,220.0,24.5
2019-01-25 04:00:00,15.5,1.45,93.2,216.0,112.4
2019-01-25 04:30:00,15.19,1.46,80.60000000000002,222.0,104.0
2019-01-25 05:00:00,16.0,1.41,74.5,214.0,121.5
2019-01-25 05:30:00,16.91,1.03,92.2,224.0,156.20000000000005
2019-01-25 06:00:00,18.59,0.66,74.5,228.0,121.3
2019-01-25 06:30:00,18.41,0.04,95.9,238.0,126.2
2019-01-25 07:00:00,19.19,0.0,72.0,258.0,133.3
2019-01-25 07:30:00,23.31,0.06,85.5,284.0,146.4
2019-01-25 08:00:00,25.0,0.1,133.20000000000002,292.0,170.0
2019-01-25 08:30:00,27.09,0.13,70.9,288.0,171.3
2019-01-25 09:00:00,27.72,0.14,120.0,288.0,165.6
2019-01-25 09:30:00,29.88,0.16,73.4,300.0,157.79999999999995
2019-01-25 10:00:00,30.12,1.28,97.7,304.0,147.79999999999995
2019-01-25 10:30:00,29.5,2.03,85.0,310.0,118.7
2019-01-25 11:00:00,30.59,0.3,81.4,308.0,133.70000000000002
2019-01-25 11:30:00,31.78,0.29,45.0,306.0,122.4
2019-01-25 12:00:00,32.62,0.28,1.5,308.0,118.2
2019-01-25 12:30:00,31.38,0.27,5.6,306.0,115.2
2019-01-25 13:00:00,33.31,0.27,7.9,308.0,114.1
2019-01-25 13:30:00,31.0,0.27,8.4,310.0,114.4
2019-01-25 14:00:00,31.31,0.27,62.4,308.0,111.6
2019-01-25 14:30:00,32.88,2.11,291.7,306.0,112.3
2019-01-25 15:00:00,31.62,2.1,87.8,306.0,115.8
2019-01-25 15:30:00,30.28,0.32,70.4,306.0,118.8
2019-01-25 16:00:00,27.59,0.32,78.39999999999998,300.0,114.1
2019-01-25 16:30:00,26.0,0.31,91.6,302.0,105.1
2019-01-25 17:00:00,23.41,2.59,62.7,292.0,99.9
2019-01-25 17:30:00,22.0,0.61,8.7,272.0,86.9
2019-01-25 18:00:00,20.31,0.27,9.4,268.0,87.4
2019-01-25 18:30:00,18.5,0.24,2.3,262.0,86.2
2019-01-25 19:00:00,17.59,0.25,0.1,236.0,88.4
2019-01-25 19:30:00,17.19,0.27,0.9,218.0,42.4
2019-01-25 20:00:00,17.5,0.27,4.3,224.0,68.7
2019-01-25 20:30:00,16.81,0.28,0.1,216.0,22.6
2019-01-25 21:00:00,16.19,0.28,3.7,214.0,19.5
2019-01-25 21:30:00,16.22,0.25,1.3,214.0,38.5
2019-01-25 22:00:00,15.5,0.25,12.3,216.0,21.2
2019-01-25 22:30:00,17.0,0.23,1.0,216.0,34.7
2019-01-25 23:00:00,16.0,0.23,10.0,216.0,23.9
2019-01-25 23:30:00,15.59,0.23,0.0,216.0,23.4
2019-01-26 00:00:00,16.0,0.26,2.7,224.0,35.6
2019-01-26 00:30:00,16.19,0.29,0.9,220.0,21.1
2019-01-26 01:00:00,15.62,0.32,2.1,214.0,37.7
2019-01-26 01:30:00,16.09,0.34,0.1,216.0,21.9
2019-01-26 02:00:00,17.0,0.35,3.4,216.0,34.8
2019-01-26 02:30:00,16.5,0.38,1.5,218.0,25.6
2019-01-26 03:00:00,16.28,0.39,1.4,214.0,21.9
2019-01-26 03:30:00,15.31,0.39,3.5,212.0,37.5
2019-01-26 04:00:00,15.31,0.4,0.1,220.0,21.4
2019-01-26 04:30:00,15.28,0.42,3.9,214.0,38.2
2019-01-26 05:00:00,15.91,0.43,1.0,218.0,22.8
2019-01-26 05:30:00,16.69,0.44,1.9,212.0,35.3
2019-01-26 06:00:00,16.22,0.46,3.0,218.0,26.200000000000006
2019-01-26 06:30:00,16.09,0.45,0.2,212.0,23.8
2019-01-26 07:00:00,16.19,0.47,3.9,216.0,36.90000000000001
2019-01-26 07:30:00,16.5,0.48,0.3,216.0,22.0
2019-01-26 08:00:00,16.62,0.49,3.4,216.0,38.5
2019-01-26 08:30:00,16.0,0.49,0.7,210.0,22.6
2019-01-26 09:00:00,17.0,0.5,2.7,214.0,36.3
2019-01-26 09:30:00,15.78,0.5,1.8,214.0,25.3
2019-01-26 10:00:00,15.91,0.51,1.2,210.0,28.3
2019-01-26 10:30:00,16.31,0.51,3.4,222.0,32.5
2019-01-26 11:00:00,16.09,0.5,0.1,222.0,21.5
2019-01-26 11:30:00,16.0,0.51,3.8,220.0,39.3
2019-01-26 12:00:00,16.19,0.52,0.5,218.0,22.700000000000006
2019-01-26 12:30:00,16.0,0.52,3.1,222.0,38.0
2019-01-26 13:00:00,16.72,0.51,1.5,216.0,23.3
2019-01-26 13:30:00,16.19,0.51,1.6,222.0,27.1
2019-01-26 14:00:00,15.59,0.52,2.9,220.0,33.7
2019-01-26 14:30:00,15.91,0.52,0.5,218.0,21.5
2019-01-26 15:00:00,15.41,0.53,3.8,222.0,39.8
2019-01-26 15:30:00,15.28,0.52,0.2,218.0,21.7
2019-01-26 16:00:00,14.41,0.52,3.5,220.0,38.3
2019-01-26 16:30:00,14.72,0.52,1.2,220.0,23.9
2019-01-26 17:00:00,14.59,0.52,2.3,218.0,29.3
2019-01-26 17:30:00,14.69,0.53,2.6,220.0,31.0
2019-01-26 18:00:00,15.09,0.52,0.6,218.0,22.0
2019-01-26 18:30:00,14.31,0.52,4.0,216.0,39.2
2019-01-26 19:00:00,15.0,0.52,0.2,222.0,22.5
2019-01-26 19:30:00,14.59,0.53,3.5,216.0,38.9
2019-01-26 20:00:00,14.31,0.52,1.3,216.0,23.1
2019-01-26 20:30:00,13.69,0.52,1.5,212.0,34.2
2019-01-26 21:00:00,12.41,0.52,3.5,216.0,27.2
2019-01-26 21:30:00,12.91,0.53,0.0,214.0,25.1
2019-01-26 22:00:00,12.91,0.52,3.9,214.0,38.3
2019-01-26 22:30:00,13.59,0.52,1.0,214.0,22.0
2019-01-26 23:00:00,12.69,0.52,2.0,218.0,38.6
2019-01-26 23:30:00,12.22,0.52,2.9,224.0,23.4
2019-01-27 00:00:00,12.5,3.55,415.5,216.0,34.1
2019-01-27 00:30:00,13.38,5.04,58.7,218.0,29.7
2019-01-27 01:00:00,13.22,0.3,0.0,216.0,27.6
2019-01-27 01:30:00,12.41,0.28,0.0,214.0,35.5
2019-01-27 02:00:00,11.88,0.27,0.0,212.0,22.0
2019-01-27 02:30:00,11.91,0.27,2.6,216.0,39.9
2019-01-27 03:00:00,12.41,0.26,2.6,212.0,22.1
2019-01-27 03:30:00,12.0,0.26,1.0,212.0,38.3
2019-01-27 04:00:00,12.0,0.24,0.9,212.0,22.8
2019-01-27 04:30:00,12.09,0.25,0.9,214.0,37.8
2019-01-27 05:00:00,13.31,0.24,7.0,214.0,23.4
2019-01-27 05:30:00,13.19,0.24,8.4,216.0,31.7
2019-01-27 06:00:00,13.59,0.23,2.6,212.0,28.9
2019-01-27 06:30:00,13.5,0.24,19.8,216.0,27.1
2019-01-27 07:00:00,13.62,0.24,0.0,210.0,36.5
2019-01-27 07:30:00,13.28,0.26,11.5,214.0,23.8
2019-01-27 08:00:00,13.31,0.29,3.8,212.0,39.9
2019-01-27 08:30:00,12.69,0.31,0.9,210.0,22.700000000000006
2019-01-27 09:00:00,12.91,0.33,13.9,214.0,41.9
2019-01-27 09:30:00,13.0,0.34,0.0,222.0,22.6
2019-01-27 10:00:00,14.09,0.35,11.8,214.0,38.8
2019-01-27 10:30:00,12.72,0.36,2.6,216.0,22.700000000000006
2019-01-27 11:00:00,13.59,0.37,1.7,216.0,37.40000000000001
